Cod_Transacao,Produto,Quantidade,Preço Unitário,Valor Total,Forma de Pagamento,Tipo de Consumo,Data da Transação
TXN_1636908,BOLO,4,3.0,12.0,CARTEIRA DIGITAL,,17/10/2023
TXN_5221688,CAFÉ,2,2.0,4.0,DINHEIRO,,03/07/2023
TXN_1196923,VITAMINA,2,4.0,8.0,,,27/04/2023
TXN_8944698,CAFÉ,3,2.0,6.0,CARTÃO DE CRÉDITO,,15/09/2023
TXN_8167275,SALADA,5,5.0,25.0,,,
TXN_2167159,BOLO,,3.0,6.0,DINHEIRO,,06/04/2023
TXN_7811387,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,30/11/2023
TXN_1884923,CAFÉ,4,2.0,8.0,CARTEIRA DIGITAL,PARA VIAGEM,11/05/2023
TXN_8215595,CHÁ,2,1.5,3.0,DINHEIRO,,23/11/2023
TXN_7618171,BOLO,5,3.0,15.0,DINHEIRO,,
TXN_9857674,CHÁ,5,1.5,7.5,,PARA VIAGEM,12/06/2023
TXN_7389626,CHÁ,2,1.5,3.0,,,
TXN_6035512,BOLO,5,3.0,15.0,DINHEIRO,PARA VIAGEM,19/02/2023
TXN_1398769,VITAMINA,1,4.0,4.0,DINHEIRO,PRESENCIAL,02/06/2023
TXN_6874354,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,,23/03/2023
TXN_9690711,BISCOITO,2,1.0,2.0,CARTÃO DE CRÉDITO,PRESENCIAL,13/09/2023
TXN_5620636,CHÁ,4,,6.0,,PRESENCIAL,12/06/2023
TXN_7234224,BOLO,3,3.0,9.0,,,31/10/2023
TXN_3844347,LANCHE,4,,16.0,DINHEIRO,,04/10/2023
TXN_4507533,BOLO,1,3.0,3.0,CARTEIRA DIGITAL,,31/08/2023
TXN_7636238,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,,27/03/2023
TXN_8913153,VITAMINA,2,4.0,8.0,CARTÃO DE CRÉDITO,,02/09/2023
TXN_7595206,LANCHE,5,4.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,02/12/2023
TXN_8424592,VITAMINA,4,4.0,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,09/11/2023
TXN_1769882,,3,3.0,,,PARA VIAGEM,17/03/2023
TXN_2000406,BOLO,2,3.0,6.0,CARTÃO DE CRÉDITO,,06/06/2023
TXN_3105786,VITAMINA,3,4.0,12.0,,PRESENCIAL,04/10/2023
TXN_7820220,BOLO,3,3.0,9.0,CARTÃO DE CRÉDITO,PRESENCIAL,16/03/2023
TXN_5880883,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PRESENCIAL,02/02/2023
TXN_4447856,VITAMINA,2,4.0,8.0,DINHEIRO,PARA VIAGEM,11/09/2023
TXN_6613909,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,30/06/2023
TXN_5331924,LANCHE,2,4.0,8.0,DINHEIRO,PARA VIAGEM,30/06/2023
TXN_9090433,BISCOITO,2,1.0,,DINHEIRO,,12/07/2023
TXN_9393467,,5,3.0,15.0,DINHEIRO,,25/09/2023
TXN_9811033,BISCOITO,3,1.0,,DINHEIRO,PARA VIAGEM,30/11/2023
TXN_5452419,CAFÉ,4,,8.0,DINHEIRO,PRESENCIAL,25/01/2023
TXN_5384343,SUCO,1,3.0,3.0,CARTÃO DE CRÉDITO,,29/03/2023
TXN_6580743,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PARA VIAGEM,18/12/2023
TXN_8361821,CHÁ,5,1.5,7.5,DINHEIRO,PRESENCIAL,30/06/2023
TXN_2103626,SUCO,3,3.0,9.0,DINHEIRO,PRESENCIAL,23/04/2023
TXN_1891141,SUCO,4,3.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,25/10/2023
TXN_1252575,CHÁ,1,1.5,1.5,CARTEIRA DIGITAL,PARA VIAGEM,16/10/2023
TXN_5354721,,5,3.0,15.0,,PARA VIAGEM,07/09/2023
TXN_6723498,SALADA,3,5.0,15.0,,PARA VIAGEM,28/01/2023
TXN_1852224,CHÁ,4,,6.0,DINHEIRO,PARA VIAGEM,06/01/2023
TXN_5247378,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,PARA VIAGEM,16/06/2023
TXN_8786479,CAFÉ,4,2.0,8.0,,,29/05/2023
TXN_5108439,SALADA,2,5.0,10.0,,PRESENCIAL,06/05/2023
TXN_4993989,VITAMINA,2,4.0,8.0,,,15/11/2023
TXN_8004510,BOLO,,3.0,9.0,DINHEIRO,PARA VIAGEM,29/12/2023
TXN_8541473,CAFÉ,3,2.0,6.0,,,02/08/2023
TXN_8917822,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,,12/12/2023
TXN_8108731,SUCO,5,3.0,15.0,,,13/08/2023
TXN_4570750,,1,2.0,,DINHEIRO,PARA VIAGEM,18/05/2023
TXN_1190151,SUCO,5,3.0,15.0,CARTEIRA DIGITAL,,14/08/2023
TXN_8304002,SUCO,1,3.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,02/05/2023
TXN_4341764,CAFÉ,2,2.0,4.0,DINHEIRO,,02/12/2023
TXN_1751183,,5,4.0,20.0,CARTÃO DE CRÉDITO,,25/12/2023
TXN_2112333,BISCOITO,2,1.0,2.0,CARTÃO DE CRÉDITO,PRESENCIAL,
TXN_1046384,VITAMINA,1,4.0,4.0,DINHEIRO,,09/06/2023
TXN_1736630,,5,1.5,7.5,CARTÃO DE CRÉDITO,,16/07/2023
TXN_8287437,CHÁ,2,1.5,3.0,,,16/03/2023
TXN_4153132,SALADA,3,5.0,,CARTEIRA DIGITAL,,21/03/2023
TXN_3243410,CHÁ,2,,3.0,,,30/10/2023
TXN_3061634,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,,17/03/2023
TXN_7433308,SALADA,4,5.0,20.0,DINHEIRO,PARA VIAGEM,14/02/2023
TXN_6991736,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PRESENCIAL,07/11/2023
TXN_7334272,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,07/07/2023
TXN_8120577,,3,3.0,9.0,DINHEIRO,PRESENCIAL,08/09/2023
TXN_9072093,BISCOITO,1,1.0,1.0,,,06/03/2023
TXN_4705417,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,14/12/2023
TXN_8145970,SUCO,5,3.0,15.0,CARTEIRA DIGITAL,PARA VIAGEM,26/10/2023
TXN_1910553,VITAMINA,5,4.0,20.0,DINHEIRO,,01/10/2023
TXN_9115899,BOLO,2,,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,23/02/2023
TXN_2785563,SUCO,5,3.0,15.0,DINHEIRO,PARA VIAGEM,
TXN_6020552,LANCHE,2,4.0,8.0,DINHEIRO,PARA VIAGEM,14/01/2023
TXN_7970906,CAFÉ,,2.0,8.0,,PRESENCIAL,07/03/2023
TXN_5317458,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,,22/01/2023
TXN_6913384,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PARA VIAGEM,18/09/2023
TXN_1910487,LANCHE,3,,12.0,CARTEIRA DIGITAL,PRESENCIAL,14/08/2023
TXN_6142549,SUCO,3,3.0,9.0,CARTEIRA DIGITAL,,12/03/2023
TXN_7266318,LANCHE,1,4.0,,,PRESENCIAL,16/01/2023
TXN_4390911,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,,19/12/2023
TXN_1445532,CAFÉ,3,2.0,6.0,DINHEIRO,PARA VIAGEM,03/03/2023
TXN_8841996,LANCHE,2,4.0,8.0,,,09/12/2023
TXN_9814511,,1,3.0,3.0,CARTÃO DE CRÉDITO,,05/01/2023
TXN_2563505,LANCHE,1,4.0,4.0,DINHEIRO,PARA VIAGEM,27/10/2023
TXN_5183674,CAFÉ,2,2.0,4.0,CARTEIRA DIGITAL,,13/04/2023
TXN_6748199,SALADA,2,5.0,10.0,DINHEIRO,,23/07/2023
TXN_3463281,BOLO,5,,15.0,,PARA VIAGEM,06/10/2023
TXN_5795475,CHÁ,3,1.5,4.5,CARTEIRA DIGITAL,PRESENCIAL,21/09/2023
TXN_2322399,SALADA,4,5.0,20.0,,PARA VIAGEM,15/04/2023
TXN_5865534,VITAMINA,4,4.0,16.0,CARTEIRA DIGITAL,,16/10/2023
TXN_7060144,BOLO,5,3.0,15.0,CARTÃO DE CRÉDITO,,
TXN_5159669,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,,30/09/2023
TXN_4268051,BISCOITO,1,1.0,,CARTEIRA DIGITAL,PRESENCIAL,05/05/2023
TXN_8120958,BISCOITO,5,,5.0,CARTÃO DE CRÉDITO,,21/06/2023
TXN_6126149,CHÁ,2,1.5,3.0,,,
TXN_5530097,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,19/12/2023
TXN_7805241,SALADA,4,5.0,20.0,,,16/04/2023
TXN_2427834,CHÁ,4,1.5,6.0,,PRESENCIAL,15/06/2023
TXN_6949949,SALADA,3,5.0,15.0,,,14/05/2023
TXN_9094261,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,15/05/2023
TXN_5661323,BISCOITO,2,1.0,2.0,CARTÃO DE CRÉDITO,PARA VIAGEM,06/05/2023
TXN_2356583,VITAMINA,4,,16.0,CARTEIRA DIGITAL,PRESENCIAL,30/11/2023
TXN_4248711,VITAMINA,1,4.0,4.0,DINHEIRO,,01/08/2023
TXN_6270766,BISCOITO,1,1.0,1.0,,PRESENCIAL,10/11/2023
TXN_9697154,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PRESENCIAL,08/10/2023
TXN_6381860,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PRESENCIAL,21/08/2023
TXN_6028331,BOLO,4,3.0,12.0,DINHEIRO,,22/10/2023
TXN_8830924,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,,25/10/2023
TXN_3866156,CAFÉ,4,2.0,8.0,,PARA VIAGEM,28/02/2023
TXN_6872833,CAFÉ,,2.0,2.0,,,02/11/2023
TXN_6405210,CAFÉ,4,2.0,8.0,DINHEIRO,,11/08/2023
TXN_4740952,CHÁ,4,1.5,6.0,,PARA VIAGEM,21/02/2023
TXN_6321174,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,,09/12/2023
TXN_5613875,CHÁ,5,1.5,7.5,,PRESENCIAL,
TXN_6052901,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,PARA VIAGEM,16/08/2023
TXN_1253619,SUCO,5,3.0,15.0,,,25/05/2023
TXN_5537517,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,27/10/2023
TXN_5496019,BISCOITO,5,1.0,5.0,DINHEIRO,PRESENCIAL,26/11/2023
TXN_4579666,VITAMINA,2,4.0,8.0,,,23/10/2023
TXN_6359281,CAFÉ,2,2.0,4.0,CARTÃO DE CRÉDITO,,16/09/2023
TXN_3620122,LANCHE,1,4.0,4.0,DINHEIRO,PRESENCIAL,06/05/2023
TXN_8367716,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,03/02/2023
TXN_6779763,BISCOITO,1,1.0,,CARTÃO DE CRÉDITO,,25/04/2023
TXN_1985142,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,,
TXN_8385321,VITAMINA,2,4.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,08/02/2023
TXN_5345258,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PARA VIAGEM,13/03/2023
TXN_8932759,VITAMINA,3,4.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,01/09/2023
TXN_6958638,CHÁ,,1.5,1.5,CARTEIRA DIGITAL,PARA VIAGEM,27/11/2023
TXN_3898665,LANCHE,2,4.0,8.0,DINHEIRO,PARA VIAGEM,07/03/2023
TXN_4996304,CAFÉ,2,2.0,4.0,CARTÃO DE CRÉDITO,,17/08/2023
TXN_9566593,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,,30/09/2023
TXN_4808700,BISCOITO,4,1.0,4.0,DINHEIRO,PARA VIAGEM,13/01/2023
TXN_5776252,CHÁ,4,1.5,6.0,DINHEIRO,PARA VIAGEM,11/08/2023
TXN_5673476,VITAMINA,4,4.0,16.0,DINHEIRO,PARA VIAGEM,09/02/2023
TXN_6363733,CHÁ,1,1.5,1.5,,PARA VIAGEM,25/10/2023
TXN_5297995,CHÁ,5,1.5,7.5,,PRESENCIAL,04/07/2023
TXN_8049635,SALADA,3,5.0,15.0,DINHEIRO,,16/11/2023
TXN_2881529,,1,3.0,3.0,,PRESENCIAL,04/07/2023
TXN_3459927,BISCOITO,,1.0,5.0,CARTEIRA DIGITAL,PRESENCIAL,20/07/2023
TXN_6478968,SALADA,2,5.0,10.0,,,12/09/2023
TXN_4135861,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,,16/03/2023
TXN_2031545,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PRESENCIAL,02/05/2023
TXN_4676976,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,26/05/2023
TXN_7421018,LANCHE,4,4.0,16.0,CARTEIRA DIGITAL,,26/08/2023
TXN_8239121,VITAMINA,,4.0,4.0,,PRESENCIAL,11/05/2023
TXN_1435192,BOLO,2,3.0,6.0,,,18/06/2023
TXN_5364052,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,,05/02/2023
TXN_8345649,BISCOITO,5,1.0,5.0,DINHEIRO,,23/08/2023
TXN_8560548,LANCHE,1,4.0,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,02/09/2023
TXN_2345332,CHÁ,3,1.5,4.5,,PRESENCIAL,05/07/2023
TXN_9389434,BOLO,5,3.0,15.0,,PRESENCIAL,16/06/2023
TXN_1240476,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,20/04/2023
TXN_8345092,VITAMINA,1,4.0,4.0,CARTÃO DE CRÉDITO,,24/07/2023
TXN_5849947,LANCHE,5,4.0,20.0,DINHEIRO,,02/02/2023
TXN_8227648,,,1.5,4.5,,PARA VIAGEM,31/05/2023
TXN_7800602,CHÁ,1,1.5,1.5,DINHEIRO,,30/04/2023
TXN_5926836,BOLO,5,3.0,15.0,,PRESENCIAL,07/08/2023
TXN_4397994,BISCOITO,5,1.0,5.0,,PARA VIAGEM,26/09/2023
TXN_1585827,BOLO,3,3.0,9.0,CARTÃO DE CRÉDITO,PRESENCIAL,30/09/2023
TXN_3384640,SALADA,4,5.0,20.0,,PARA VIAGEM,17/10/2023
TXN_1990029,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,18/11/2023
TXN_5796131,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,30/09/2023
TXN_5166412,,4,1.0,4.0,,PARA VIAGEM,17/06/2023
TXN_7804740,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,,19/10/2023
TXN_9082461,BOLO,5,,15.0,CARTEIRA DIGITAL,PRESENCIAL,30/05/2023
TXN_6665881,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,,04/07/2023
TXN_4046039,SUCO,5,3.0,15.0,,PRESENCIAL,20/04/2023
TXN_8447640,LANCHE,,4.0,20.0,DINHEIRO,PRESENCIAL,12/06/2023
TXN_3042768,BISCOITO,3,1.0,3.0,CARTEIRA DIGITAL,PARA VIAGEM,07/09/2023
TXN_4664329,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,06/01/2023
TXN_7442492,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,23/07/2023
TXN_8664335,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,12/06/2023
TXN_7379007,BOLO,2,3.0,6.0,,PARA VIAGEM,
TXN_1434857,BOLO,5,3.0,15.0,,PRESENCIAL,13/01/2023
TXN_1700374,LANCHE,5,4.0,20.0,,PRESENCIAL,11/08/2023
TXN_8383484,,2,3.0,6.0,,,20/12/2023
TXN_1261028,SUCO,3,3.0,9.0,,PRESENCIAL,27/10/2023
TXN_1478016,,4,1.0,4.0,,PRESENCIAL,04/08/2023
TXN_5321145,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,29/08/2023
TXN_3884995,SUCO,5,3.0,15.0,DINHEIRO,PRESENCIAL,25/12/2023
TXN_4178488,LANCHE,3,4.0,12.0,DINHEIRO,PRESENCIAL,08/05/2023
TXN_4826214,,3,2.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,23/11/2023
TXN_2579157,LANCHE,1,4.0,4.0,,,27/09/2023
TXN_3597806,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,,11/12/2023
TXN_7897119,SUCO,4,3.0,,,PRESENCIAL,27/05/2023
TXN_2245037,CAFÉ,2,2.0,4.0,,,18/10/2023
TXN_4833378,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,,15/10/2023
TXN_7055306,SALADA,1,5.0,5.0,,PARA VIAGEM,09/03/2023
TXN_9135433,BISCOITO,4,1.0,,,PRESENCIAL,18/12/2023
TXN_1715684,VITAMINA,1,4.0,4.0,,PRESENCIAL,13/07/2023
TXN_9073440,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,28/08/2023
TXN_4089355,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PARA VIAGEM,18/02/2023
TXN_3834078,SUCO,1,3.0,3.0,,PRESENCIAL,29/01/2023
TXN_5048650,VITAMINA,2,4.0,,DINHEIRO,PARA VIAGEM,18/11/2023
TXN_1882700,CHÁ,3,1.5,4.5,CARTEIRA DIGITAL,PRESENCIAL,18/04/2023
TXN_2112911,SALADA,3,5.0,15.0,CARTEIRA DIGITAL,PARA VIAGEM,18/09/2023
TXN_7568316,BOLO,2,3.0,6.0,CARTÃO DE CRÉDITO,,28/11/2023
TXN_3642982,CAFÉ,5,2.0,10.0,DINHEIRO,,04/10/2023
TXN_4475094,LANCHE,3,4.0,12.0,,,12/08/2023
TXN_6768812,CAFÉ,4,2.0,8.0,,,30/03/2023
TXN_1419669,BOLO,5,3.0,15.0,DINHEIRO,PARA VIAGEM,07/03/2023
TXN_9810604,BOLO,2,3.0,6.0,,PARA VIAGEM,02/04/2023
TXN_4791243,BISCOITO,5,1.0,5.0,,PARA VIAGEM,12/05/2023
TXN_5665311,,2,1.0,2.0,CARTÃO DE CRÉDITO,PRESENCIAL,17/05/2023
TXN_7920897,SALADA,2,5.0,10.0,,PRESENCIAL,29/07/2023
TXN_7515272,,1,3.0,3.0,,,12/08/2023
TXN_5453836,VITAMINA,2,4.0,8.0,CARTÃO DE CRÉDITO,PRESENCIAL,29/05/2023
TXN_5578796,CHÁ,4,1.5,6.0,,PRESENCIAL,27/04/2023
TXN_8620592,VITAMINA,2,4.0,8.0,,PRESENCIAL,14/07/2023
TXN_7402846,SUCO,,3.0,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,11/10/2023
TXN_9487214,CAFÉ,5,2.0,10.0,,,25/03/2023
TXN_2274702,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PRESENCIAL,11/12/2023
TXN_2701016,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,,06/03/2023
TXN_8809853,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PARA VIAGEM,29/10/2023
TXN_7683607,BOLO,1,3.0,3.0,DINHEIRO,,17/03/2023
TXN_2402928,CAFÉ,4,2.0,8.0,DINHEIRO,,20/10/2023
TXN_6516391,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,,16/06/2023
TXN_9685326,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,07/04/2023
TXN_6181456,,1,1.0,,,PARA VIAGEM,08/05/2023
TXN_9858627,SUCO,4,3.0,12.0,,,22/01/2023
TXN_9923613,LANCHE,4,4.0,16.0,,PRESENCIAL,08/11/2023
TXN_7656770,CAFÉ,1,2.0,2.0,CARTÃO DE CRÉDITO,,24/12/2023
TXN_4092551,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,11/10/2023
TXN_9894204,,2,2.0,4.0,DINHEIRO,PARA VIAGEM,08/08/2023
TXN_7241288,LANCHE,5,4.0,20.0,DINHEIRO,PARA VIAGEM,11/04/2023
TXN_9833195,CAFÉ,2,2.0,4.0,,PARA VIAGEM,03/03/2023
TXN_9153854,LANCHE,2,4.0,8.0,,PRESENCIAL,04/04/2023
TXN_1436851,LANCHE,5,4.0,20.0,DINHEIRO,PARA VIAGEM,28/07/2023
TXN_8598575,LANCHE,4,4.0,16.0,CARTEIRA DIGITAL,,14/11/2023
TXN_1417871,SALADA,3,5.0,15.0,DINHEIRO,PARA VIAGEM,12/03/2023
TXN_7844352,,2,,6.0,CARTÃO DE CRÉDITO,,26/07/2023
TXN_2339781,VITAMINA,2,4.0,8.0,,PRESENCIAL,02/01/2023
TXN_6674257,LANCHE,3,4.0,12.0,DINHEIRO,PARA VIAGEM,20/07/2023
TXN_2649010,CHÁ,,1.5,6.0,DINHEIRO,PARA VIAGEM,01/08/2023
TXN_1339158,SALADA,4,5.0,20.0,DINHEIRO,,
TXN_7948933,LANCHE,3,4.0,12.0,DINHEIRO,,
TXN_4965631,VITAMINA,3,4.0,12.0,CARTÃO DE CRÉDITO,,27/01/2023
TXN_9254064,CAFÉ,2,2.0,4.0,DINHEIRO,PARA VIAGEM,10/12/2023
TXN_4554168,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PRESENCIAL,08/04/2023
TXN_6536418,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,PRESENCIAL,11/02/2023
TXN_9024186,SUCO,2,,6.0,DINHEIRO,PARA VIAGEM,17/12/2023
TXN_4580084,LANCHE,5,4.0,,CARTÃO DE CRÉDITO,PARA VIAGEM,17/12/2023
TXN_3996874,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,,18/05/2023
TXN_7106595,,,1.5,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,19/06/2023
TXN_5439860,CHÁ,1,1.5,1.5,CARTEIRA DIGITAL,PRESENCIAL,18/04/2023
TXN_3216618,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,30/12/2023
TXN_8360779,BISCOITO,4,1.0,4.0,CARTÃO DE CRÉDITO,PRESENCIAL,25/10/2023
TXN_3700419,BISCOITO,4,1.0,4.0,,,09/01/2023
TXN_6369590,SALADA,5,5.0,25.0,CARTEIRA DIGITAL,PARA VIAGEM,26/10/2023
TXN_5039782,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PARA VIAGEM,21/06/2023
TXN_7047860,CAFÉ,2,,4.0,,PARA VIAGEM,18/06/2023
TXN_2985748,CAFÉ,3,2.0,6.0,,PARA VIAGEM,19/12/2023
TXN_8616557,LANCHE,5,4.0,20.0,,PRESENCIAL,28/08/2023
TXN_3171673,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,PARA VIAGEM,07/12/2023
TXN_4827637,VITAMINA,4,4.0,16.0,DINHEIRO,PRESENCIAL,28/04/2023
TXN_1170198,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,09/02/2023
TXN_8166527,SALADA,2,5.0,10.0,DINHEIRO,PRESENCIAL,24/05/2023
TXN_3097593,VITAMINA,2,4.0,8.0,CARTÃO DE CRÉDITO,PRESENCIAL,18/06/2023
TXN_2981117,,1,3.0,3.0,,PRESENCIAL,02/10/2023
TXN_3431526,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,27/12/2023
TXN_1817076,,3,3.0,,DINHEIRO,PRESENCIAL,31/05/2023
TXN_1489218,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,,13/09/2023
TXN_1936644,SUCO,3,3.0,9.0,CARTEIRA DIGITAL,,28/01/2023
TXN_4293694,VITAMINA,5,4.0,20.0,DINHEIRO,,03/08/2023
TXN_9469529,CAFÉ,2,2.0,4.0,,,09/08/2023
TXN_2946861,,3,3.0,,,,28/03/2023
TXN_7919609,LANCHE,,4.0,12.0,,PRESENCIAL,31/01/2023
TXN_7692019,SUCO,3,3.0,9.0,,PRESENCIAL,14/10/2023
TXN_7677750,CHÁ,2,1.5,,DINHEIRO,PARA VIAGEM,24/12/2023
TXN_9799633,SUCO,4,3.0,12.0,DINHEIRO,PRESENCIAL,07/11/2023
TXN_4252036,LANCHE,2,4.0,8.0,DINHEIRO,PARA VIAGEM,22/01/2023
TXN_6637989,VITAMINA,1,4.0,4.0,DINHEIRO,,09/11/2023
TXN_2860514,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,,01/09/2023
TXN_4143449,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,,23/08/2023
TXN_1499208,,1,4.0,4.0,DINHEIRO,PARA VIAGEM,01/11/2023
TXN_1960599,BOLO,4,3.0,12.0,DINHEIRO,,06/01/2023
TXN_1184377,SUCO,1,3.0,3.0,DINHEIRO,,25/10/2023
TXN_6995795,SALADA,4,5.0,20.0,,PRESENCIAL,28/11/2023
TXN_7805508,VITAMINA,5,4.0,20.0,,PRESENCIAL,10/07/2023
TXN_6193929,SUCO,5,3.0,15.0,,PARA VIAGEM,20/06/2023
TXN_1942950,LANCHE,4,4.0,16.0,,PARA VIAGEM,25/03/2023
TXN_9759221,CAFÉ,3,,6.0,DINHEIRO,PARA VIAGEM,23/06/2023
TXN_1205522,BOLO,5,3.0,15.0,,PRESENCIAL,26/12/2023
TXN_7792223,VITAMINA,3,4.0,,CARTÃO DE CRÉDITO,,21/07/2023
TXN_7205370,VITAMINA,4,4.0,16.0,DINHEIRO,,07/12/2023
TXN_9992148,CHÁ,3,1.5,4.5,DINHEIRO,PARA VIAGEM,14/01/2023
TXN_6305420,BISCOITO,3,1.0,3.0,,PRESENCIAL,17/06/2023
TXN_9982090,CHÁ,5,1.5,7.5,CARTEIRA DIGITAL,PRESENCIAL,03/06/2023
TXN_6507690,SUCO,,3.0,3.0,CARTEIRA DIGITAL,PRESENCIAL,30/01/2023
TXN_8487057,VITAMINA,5,4.0,20.0,,PARA VIAGEM,01/06/2023
TXN_6646382,CHÁ,4,1.5,6.0,,,16/09/2023
TXN_5255092,LANCHE,1,4.0,4.0,,PARA VIAGEM,08/10/2023
TXN_8402941,BOLO,5,3.0,15.0,CARTÃO DE CRÉDITO,PRESENCIAL,26/11/2023
TXN_4265056,SUCO,1,3.0,3.0,DINHEIRO,,16/07/2023
TXN_4605871,BISCOITO,1,1.0,1.0,,,20/06/2023
TXN_7976001,SUCO,4,3.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,27/06/2023
TXN_4969003,BISCOITO,1,1.0,,CARTEIRA DIGITAL,PRESENCIAL,19/04/2023
TXN_3629728,VITAMINA,1,4.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,11/03/2023
TXN_7027319,VITAMINA,,4.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,25/02/2023
TXN_1907428,SUCO,4,3.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,06/06/2023
TXN_6594753,SUCO,3,3.0,9.0,,,16/03/2023
TXN_8554646,CAFÉ,2,2.0,4.0,DINHEIRO,,10/01/2023
TXN_5860664,SUCO,5,3.0,15.0,CARTEIRA DIGITAL,,06/06/2023
TXN_3586768,CAFÉ,2,2.0,4.0,,PRESENCIAL,23/05/2023
TXN_5765294,BISCOITO,4,1.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,14/11/2023
